lr,weight_decay,epochs,batch_size,lstm_hidden_sizes,mlp_layer_sizes,dropout_rate,RMSE_mean,MAPE_mean,R2_mean,PCC_mean
0.001,0,200,64,"[6, 3, 3]","[3, 3]",0.2,0.12731661,0.04675544623751193,77.18033694942874,87.8523402929192
0.001,0,200,64,"[6, 3, 3]",[3],0,0.084222876,0.02745164092630148,80.48052434539076,89.71093821011502
0.001,0,200,64,"[6, 3, 3]",[3],0.1,0.13232228,0.05098482361063361,63.52072005159766,79.69988710882699
0.001,0,200,64,"[6, 3, 3]",[3],0.2,0.13158791,0.0474144151667133,57.977740640489294,76.14311567074813
0.001,0,200,64,"[6, 3, 3]",[6],0,0.073679,0.025088843540288508,85.32275671949647,92.37031813277274
0.001,0,200,64,"[6, 3, 3]",[6],0.1,0.16367604,0.06111370166763663,29.13738623948017,53.97905727176067
0.001,0,200,64,"[6, 3, 3]",[6],0.2,0.17822228,0.06984623614698648,53.43102987608995,73.09653198072392
0.001,0,200,64,"[3, 3, 3]","[6, 3]",0,0.1349734,0.04754215769935399,68.6695218545328,82.86707540062747
0.001,0,200,64,"[3, 3, 3]","[6, 3]",0.1,0.07947014,0.02513717918191105,84.36110438194333,91.84830122650246
0.001,0,200,64,"[3, 3, 3]","[6, 3]",0.2,0.20127736,0.07891088025644422,0.0,
0.001,0,200,64,"[3, 3, 3]","[3, 6]",0,0.080075085,0.025653166812844574,82.40731011725035,90.7784721821481
0.001,0,200,64,"[3, 3, 3]","[3, 6]",0.1,0.10754424,0.039708244730718434,81.00510613730641,90.00283669824324
0.001,0,200,64,"[3, 3, 3]","[3, 6]",0.2,0.18760781,0.07111554150469601,14.81477243686578,38.489962895365046
0.001,0,200,64,"[3, 3, 3]","[3, 3]",0,0.07820923,0.025527109391987324,83.22815253278888,91.22946483060659
0.001,0,200,64,"[3, 3, 3]","[3, 3]",0.1,0.1047172,0.03367362078279257,82.2999946464351,90.71934448971459
0.001,0,200,64,"[3, 3, 3]","[3, 3]",0.2,0.1794562,0.07113483734428883,78.66933243373163,88.69573407652231
0.001,0,200,64,"[3, 3, 3]",[3],0,0.15282735,0.05546889151446521,36.01518969974096,60.0126567481735
0.001,0,200,64,"[3, 3, 3]",[3],0.1,0.09205161,0.031534332083538175,78.82786800104608,88.78505955454786
0.001,0,200,64,"[3, 3, 3]",[3],0.2,0.25991216,0.09642872028052807,1.08691494998375,-10.425521329812481
0.001,0,200,64,"[3, 3, 3]",[6],0,0.08148662,0.02676872245501727,81.54703887396674,90.3033990910457
0.001,0,200,64,"[3, 3, 3]",[6],0.1,0.09017415,0.029712304240092635,80.38686172669955,89.65872056119225
0.001,0,200,64,"[3, 3, 3]",[6],0.2,0.1215431,0.046570246922783554,76.39352068505548,87.4033870539669
0.001,0,200,64,"[6, 3]","[6, 3]",0,0.08865156,0.02899595128837973,83.0703067726041,91.14291347801216
0.001,0,200,64,"[6, 3]","[6, 3]",0.1,0.09438977,0.03262879035901278,82.36971872006318,90.7577648028328
0.001,0,200,64,"[6, 3]","[6, 3]",0.2,0.1289597,0.046351473429240286,78.0248156425325,88.33165663709273
0.001,0,200,64,"[6, 3]","[3, 6]",0,0.077481784,0.025782655575312674,83.20540615300193,91.21699740344555
0.001,0,200,64,"[6, 3]","[3, 6]",0.1,0.118344516,0.039919166010804474,79.48065032442737,89.15192108105543
0.001,0,200,64,"[6, 3]","[3, 6]",0.2,0.111463144,0.038295998820103705,80.82246491941588,89.90131529594872
0.001,0,200,64,"[6, 3]","[3, 3]",0,0.34219187,0.13107041595503688,0.0,
0.001,0,200,64,"[6, 3]","[3, 3]",0.1,0.14879176,0.05860474775545299,66.56121716364697,81.58505816854391
0.001,0,200,64,"[6, 3]","[3, 3]",0.2,0.15520963,0.05789375863969326,59.13389972641836,76.89856937968244
0.001,0,200,64,"[6, 3]",[3],0,0.11149513,0.038528835284523666,66.7131678671216,81.67812918224902
0.001,0,200,64,"[6, 3]",[3],0.1,0.20037362,0.07857608725316823,3.2700954050943096,18.083405113789574
0.001,0,200,64,"[6, 3]",[3],0.2,0.11585667,0.04150251334067434,71.70574577133767,84.67924525604705
0.001,0,200,64,"[6, 3]",[6],0,0.08600758,0.028049820684827864,79.80288076563156,89.33245813568075
0.001,0,200,64,"[6, 3]",[6],0.1,0.079237476,0.027000947738997638,83.08191671634798,91.14928234294992
0.001,0,200,64,"[6, 3]",[6],0.2,0.085675836,0.030478285043500364,82.6939900464793,90.93623592742296
0.001,0,200,64,"[3, 6]","[6, 3]",0,0.07840207,0.025653530610725284,84.63134192215705,91.99529440257096
